Position,count,percentage
LWB,44,0.2857699551860752
LM,922,5.98817951549003
CAM,851,5.5270507241670455
LB,1148,7.455997921673053
LW,307,1.993894914593752
GK,1709,11.099564850295513
RB,1136,7.378060661167759
CM,1876,12.184191725660844
RW,294,1.9094628823796842
CDM,1231,7.995063973501332
CB,2643,17.165681626290834
RWB,48,0.311749042021173
CF,83,0.5390660518282783
RM,945,6.137559264791843
ST,2160,14.028706890952783
